time	V(v+)	I(I1)
0.000000000000000e+000	4.467038e+001	0.000000e+000
4.151110759703443e-001	4.305742e+001	4.151111e+000
6.309313884703443e-001	4.158351e+001	6.309314e+000
7.442126384703443e-001	4.019678e+001	7.442126e+000
8.047595134703443e-001	3.886219e+001	8.047595e+000
8.369860759703443e-001	3.759592e+001	8.369861e+000
8.555407634703443e-001	3.630634e+001	8.555408e+000
8.653063884703443e-001	3.513287e+001	8.653064e+000
8.701892009703443e-001	3.420506e+001	8.701892e+000
8.731188884703443e-001	3.340578e+001	8.731189e+000
8.750720134703443e-001	3.268401e+001	8.750720e+000
8.760485759703443e-001	3.223275e+001	8.760486e+000
8.770251384703443e-001	3.169477e+001	8.770251e+000
8.780017009703443e-001	3.103928e+001	8.780017e+000
8.789782634703443e-001	3.022359e+001	8.789783e+000
8.799548259703443e-001	2.919522e+001	8.799548e+000
8.809313884703443e-001	2.790802e+001	8.809314e+000
8.819079509703443e-001	2.635335e+001	8.819079e+000
8.828845134703443e-001	2.457780e+001	8.828845e+000
8.838610759703443e-001	2.265924e+001	8.838611e+000
8.848376384703443e-001	2.066586e+001	8.848376e+000
8.858142009703443e-001	1.863874e+001	8.858142e+000
8.867907634703443e-001	1.659767e+001	8.867908e+000
8.877673259703443e-001	1.455111e+001	8.877673e+000
8.887438884703443e-001	1.250241e+001	8.887439e+000
8.897204509703443e-001	1.045289e+001	8.897204e+000
8.906970134703443e-001	8.403059e+000	8.906970e+000
8.916735759703443e-001	6.353107e+000	8.916736e+000
8.926501384703443e-001	4.303109e+000	8.926501e+000
8.936267009703443e-001	2.325756e+000	8.936267e+000
8.946032634703443e-001	9.307136e-001	8.944623e+000
8.955798259703443e-001	4.835557e-001	8.944592e+000
8.975329509703443e-001	4.709224e-001	8.944747e+000
9.014392009703443e-001	4.560171e-001	8.944472e+000
9.092517009703443e-001	4.362794e-001	8.944760e+000
9.229235759703443e-001	4.122542e-001	8.944956e+000
9.434313884703443e-001	3.861468e-001	8.945116e+000
9.717517009703443e-001	3.590493e-001	8.945263e+000
9.785876384703443e-001	3.534599e-001	8.945292e+000
9.990954509703443e-001	3.382504e-001	8.945371e+000
1.000000000000000e+000	3.376251e-001	8.945376e+000

