time	V(v+)	I(I1)
0.000000000000000e+000	3.366861e+001	0.000000e+000
6.647826347034425e-002	3.237503e+001	6.647826e-001
1.065173259703443e-001	3.109497e+001	1.065173e+000
1.299548259703443e-001	2.987695e+001	1.299548e+000
1.446032634703443e-001	2.865852e+001	1.446033e+000
1.533923259703443e-001	2.751242e+001	1.533923e+000
1.582751384703443e-001	2.657557e+001	1.582751e+000
1.612048259703443e-001	2.581512e+001	1.612048e+000
1.631579509703443e-001	2.517162e+001	1.631580e+000
1.641345134703443e-001	2.479140e+001	1.641345e+000
1.651110759703443e-001	2.436028e+001	1.651111e+000
1.660876384703443e-001	2.386592e+001	1.660876e+000
1.670642009703443e-001	2.329236e+001	1.670642e+000
1.680407634703443e-001	2.261955e+001	1.680408e+000
1.690173259703443e-001	2.182391e+001	1.690173e+000
1.699938884703443e-001	2.088160e+001	1.699939e+000
1.709704509703443e-001	1.977559e+001	1.709705e+000
1.719470134703443e-001	1.850483e+001	1.719470e+000
1.729235759703443e-001	1.708878e+001	1.729236e+000
1.739001384703443e-001	1.556167e+001	1.739001e+000
1.748767009703443e-001	1.396021e+001	1.748767e+000
1.758532634703443e-001	1.231404e+001	1.758533e+000
1.768298259703443e-001	1.064296e+001	1.768298e+000
1.778063884703443e-001	8.958639e+000	1.778064e+000
1.787829509703443e-001	7.267482e+000	1.787830e+000
1.797595134703443e-001	5.572846e+000	1.797595e+000
1.807360759703443e-001	3.876454e+000	1.807361e+000
1.817126384703443e-001	2.182867e+000	1.817126e+000
1.826892009703443e-001	9.088709e-001	1.826790e+000
1.836657634703443e-001	4.680908e-001	1.826966e+000
1.846423259703443e-001	4.496514e-001	1.827017e+000
1.865954509703443e-001	4.282359e-001	1.827196e+000
1.895251384703443e-001	4.052233e-001	1.826991e+000
1.934313884703443e-001	3.824360e-001	1.827255e+000
1.992907634703443e-001	3.559839e-001	1.827489e+000
2.071032634703443e-001	3.286316e-001	1.827693e+000
2.168688884703443e-001	3.018005e-001	1.827875e+000
2.285876384703443e-001	2.762395e-001	1.828039e+000
2.422595134703443e-001	2.523363e-001	1.828187e+000
2.578845134703443e-001	2.302673e-001	1.828321e+000
2.754626384703443e-001	2.100765e-001	1.828442e+000
2.959704509703443e-001	1.908971e-001	1.828555e+000
3.194079509703443e-001	1.730899e-001	1.828660e+000
3.457751384703443e-001	1.568122e-001	1.828755e+000
3.750720134703443e-001	1.420892e-001	1.828841e+000
4.072985759703443e-001	1.288659e-001	1.828918e+000
4.434313884703443e-001	1.167454e-001	1.828988e+000
4.834704509703443e-001	1.057660e-001	1.829052e+000
5.283923259703443e-001	9.569994e-002	1.829110e+000
5.781970134703443e-001	8.658642e-002	1.829163e+000
6.338610759703443e-001	7.827221e-002	1.829211e+000
6.963610759703443e-001	7.066562e-002	1.829255e+000
7.656970134703443e-001	6.379648e-002	1.829294e+000
8.428454509703443e-001	5.757552e-002	1.829330e+000
9.287829509703443e-001	5.193849e-002	1.829363e+000
9.785876384703443e-001	4.915103e-002	1.829379e+000
9.990954509703443e-001	4.808856e-002	1.829385e+000
1.000000000000000e+000	4.804273e-002	1.829385e+000

