time	V(v+)	I(I1)
0.000000000000000e+000	4.694853e+001	0.000000e+000
4.268298259703443e-001	4.531607e+001	4.268298e+000
6.416735759703443e-001	4.383607e+001	6.416736e+000
7.510485759703443e-001	4.244431e+001	7.510486e+000
8.076892009703443e-001	4.110203e+001	8.076892e+000
8.369860759703443e-001	3.981789e+001	8.369861e+000
8.526110759703443e-001	3.857654e+001	8.526111e+000
8.604235759703443e-001	3.751135e+001	8.604236e+000
8.643298259703443e-001	3.669124e+001	8.643298e+000
8.662829509703443e-001	3.613490e+001	8.662829e+000
8.672595134703443e-001	3.579812e+001	8.672595e+000
8.682360759703443e-001	3.540698e+001	8.682361e+000
8.692126384703443e-001	3.494358e+001	8.692126e+000
8.701892009703443e-001	3.438141e+001	8.701892e+000
8.711657634703443e-001	3.368091e+001	8.711658e+000
8.721423259703443e-001	3.278566e+001	8.721423e+000
8.731188884703443e-001	3.162783e+001	8.731189e+000
8.740954509703443e-001	3.015878e+001	8.740954e+000
8.750720134703443e-001	2.839448e+001	8.750720e+000
8.760485759703443e-001	2.641854e+001	8.760486e+000
8.770251384703443e-001	2.432779e+001	8.770251e+000
8.780017009703443e-001	2.218684e+001	8.780017e+000
8.789782634703443e-001	2.002658e+001	8.789783e+000
8.799548259703443e-001	1.785939e+001	8.799548e+000
8.809313884703443e-001	1.568980e+001	8.809314e+000
8.819079509703443e-001	1.351937e+001	8.819079e+000
8.828845134703443e-001	1.134866e+001	8.828845e+000
8.838610759703443e-001	9.177851e+000	8.838611e+000
8.848376384703443e-001	7.007009e+000	8.848376e+000
8.858142009703443e-001	4.836155e+000	8.858142e+000
8.867907634703443e-001	2.666452e+000	8.867908e+000
8.877673259703443e-001	1.036716e+000	8.877642e+000
8.887438884703443e-001	4.856364e-001	8.877707e+000
8.897204509703443e-001	4.769967e-001	8.877687e+000
8.926501384703443e-001	4.629525e-001	8.877317e+000
8.994860759703443e-001	4.429606e-001	8.877699e+000
9.112048259703443e-001	4.198601e-001	8.877911e+000
9.287829509703443e-001	3.949823e-001	8.878067e+000
9.541735759703443e-001	3.681505e-001	8.878210e+000
9.785876384703443e-001	3.477332e-001	8.878311e+000
9.990954509703443e-001	3.331492e-001	8.878382e+000
1.000000000000000e+000	3.325475e-001	8.878387e+000

