time	V(v+)	I(I1)
0.000000000000000e+000	4.648468e+001	0.000000e+000
3.389392009703443e-001	4.491008e+001	3.389392e+000
5.098376384703443e-001	4.346189e+001	5.098376e+000
5.967517009703443e-001	4.209609e+001	5.967517e+000
6.416735759703443e-001	4.078922e+001	6.416736e+000
6.651110759703443e-001	3.954757e+001	6.651111e+000
6.778063884703443e-001	3.835547e+001	6.778064e+000
6.836657634703443e-001	3.745844e+001	6.836658e+000
6.875720134703443e-001	3.656344e+001	6.875720e+000
6.895251384703443e-001	3.593935e+001	6.895251e+000
6.905017009703443e-001	3.555370e+001	6.905017e+000
6.914782634703443e-001	3.509769e+001	6.914783e+000
6.924548259703443e-001	3.454574e+001	6.924548e+000
6.934313884703443e-001	3.385965e+001	6.934314e+000
6.944079509703443e-001	3.298453e+001	6.944079e+000
6.953845134703443e-001	3.185279e+001	6.953845e+000
6.963610759703443e-001	3.041211e+001	6.963611e+000
6.973376384703443e-001	2.867153e+001	6.973376e+000
6.983142009703443e-001	2.671032e+001	6.983142e+000
6.992907634703443e-001	2.462661e+001	6.992908e+000
7.002673259703443e-001	2.248850e+001	7.002673e+000
7.012438884703443e-001	2.032928e+001	7.012439e+000
7.022204509703443e-001	1.816247e+001	7.022204e+000
7.031970134703443e-001	1.599300e+001	7.031970e+000
7.041735759703443e-001	1.382261e+001	7.041736e+000
7.051501384703443e-001	1.165192e+001	7.051501e+000
7.061267009703443e-001	9.481115e+000	7.061267e+000
7.071032634703443e-001	7.310275e+000	7.071033e+000
7.080798259703443e-001	5.139422e+000	7.080798e+000
7.090563884703443e-001	2.968565e+000	7.090564e+000
7.100329509703443e-001	1.261605e+000	7.100329e+000
7.110095134703443e-001	5.593359e-001	7.101327e+000
7.119860759703443e-001	4.751776e-001	7.101709e+000
7.149157634703443e-001	4.591855e-001	7.101343e+000
7.207751384703443e-001	4.393869e-001	7.101714e+000
7.305407634703443e-001	4.165666e-001	7.101931e+000
7.451892009703443e-001	3.916765e-001	7.102093e+000
7.656970134703443e-001	3.654220e-001	7.102237e+000
7.930407634703443e-001	3.384369e-001	7.102372e+000
8.281970134703443e-001	3.113122e-001	7.102503e+000
8.701892009703443e-001	2.856504e-001	7.102623e+000
9.209704509703443e-001	2.608473e-001	7.102738e+000
9.785876384703443e-001	2.381921e-001	7.102842e+000
9.990954509703443e-001	2.311743e-001	7.102874e+000
1.000000000000000e+000	2.308753e-001	7.102876e+000

