time	V(v+)	I(I1)
0.000000000000000e+000	4.418202e+001	0.000000e+000
3.291735759703443e-001	4.262552e+001	3.291736e+000
5.000720134703443e-001	4.119315e+001	5.000720e+000
5.908923259703443e-001	3.982633e+001	5.908923e+000
6.397204509703443e-001	3.850249e+001	6.397204e+000
6.660876384703443e-001	3.722525e+001	6.660876e+000
6.807360759703443e-001	3.597871e+001	6.807361e+000
6.885485759703443e-001	3.485725e+001	6.885486e+000
6.924548259703443e-001	3.399776e+001	6.924548e+000
6.944079509703443e-001	3.341827e+001	6.944079e+000
6.953845134703443e-001	3.306942e+001	6.953845e+000
6.963610759703443e-001	3.266658e+001	6.963611e+000
6.973376384703443e-001	3.219312e+001	6.973376e+000
6.983142009703443e-001	3.162525e+001	6.983142e+000
6.992907634703443e-001	3.092896e+001	6.992908e+000
7.002673259703443e-001	3.005815e+001	7.002673e+000
7.012438884703443e-001	2.895967e+001	7.012439e+000
7.022204509703443e-001	2.759467e+001	7.022204e+000
7.031970134703443e-001	2.597009e+001	7.031970e+000
7.041735759703443e-001	2.414558e+001	7.041736e+000
7.051501384703443e-001	2.219987e+001	7.051501e+000
7.061267009703443e-001	2.019381e+001	7.061267e+000
7.071032634703443e-001	1.816135e+001	7.071033e+000
7.080798259703443e-001	1.611816e+001	7.080798e+000
7.090563884703443e-001	1.407077e+001	7.090564e+000
7.100329509703443e-001	1.202175e+001	7.100329e+000
7.110095134703443e-001	9.972112e+000	7.110095e+000
7.119860759703443e-001	7.922234e+000	7.119861e+000
7.129626384703443e-001	5.872263e+000	7.129626e+000
7.139392009703443e-001	3.822259e+000	7.139392e+000
7.149157634703443e-001	1.963846e+000	7.149158e+000
7.158923259703443e-001	8.068832e-001	7.155228e+000
7.168688884703443e-001	4.790704e-001	7.154823e+000
7.188220134703443e-001	4.663107e-001	7.155372e+000
7.227282634703443e-001	4.500922e-001	7.155113e+000
7.305407634703443e-001	4.283720e-001	7.155402e+000
7.432360759703443e-001	4.035226e-001	7.155597e+000
7.617907634703443e-001	3.768514e-001	7.155759e+000
7.862048259703443e-001	3.501548e-001	7.155904e+000
8.184313884703443e-001	3.227732e-001	7.156044e+000
8.574938884703443e-001	2.966202e-001	7.156175e+000
9.043688884703443e-001	2.715837e-001	7.156298e+000
9.600329509703443e-001	2.477278e-001	7.156415e+000
9.785876384703443e-001	2.408207e-001	7.156448e+000
9.990954509703443e-001	2.336810e-001	7.156483e+000
1.000000000000000e+000	2.333769e-001	7.156485e+000

